id,descripcion,descripcion_equivalente,cbarras,cbarras_equivalente,cantidad_equivalente
602,DRAMAMINE CAJA CON 4 SUSPOSITORIOS 25MG,DRAMAMINE CAJA CON 4 SUSPOSITORIOS 25MG,300093716018,300093716018,1
603,DRAMAMINE CAJA CON 4 SUSPOSITORIOS 25MG,VOMISIN CAJA CON 5 SUSPOSITORIOS 25MG,300093716018,7502003388091,1
604,DIOTEXONA FRASCO SUSPENSION GOTAS 30 ML 100MG/ML,DIOTEXONA FRASCO SUSPENSION GOTAS 30 ML 100MG/ML,7502211788690,7502211788690,1
605,DIOTEXONA FRASCO SUSPENSION GOTAS 30 ML 100MG/ML,DINTREFERGOT FRASCO SUSPENSION GOTAS 30 ML 100MG/ML,7502211788690,7501825301875,1
606,RIOPAN FRASCO GEL 250 ML 1/8 G,RIOPAN FRASCO GEL 250 ML 1/8 G,7501092793038,7501092793038,1
607,DAFLON 500M CAJA CON 20 TABLETAS 450 MG/50 MG,DAFLON 500M CAJA CON 20 TABLETAS 450 MG/50 MG,7501070615277,7501070615277,1
608,DAFLON 500M CAJA CON 20 TABLETAS 450 MG/50 MG,VARITON TAB C/20 450MG/50MG,7501070615277,7501385493850,1
609,FLAGENASE 400 CAJA CON 30 CAPSULAS 200/400 MG,FLAGENASE 400 CAJA CON 30 CAPSULAS 200/400 MG,7501299300275,7501299300275,1
610,FLAGENASE 400 CAJA CON 30 CAPSULAS 200/400 MG,FLAGOSIL 400 CAJA CON 30 CAPSULAS 200/400 MG,7501299300275,780083139858,1
611,FLAGENASE 400 CAJA CON 30 CAPSULAS 200/400 MG,METRONIDAZOL/DIYODOHIDROXIQUINOLEINA FARMACEN 30 TAB,7501299300275,7501299370315,1
612,FLAGENASE 400 CAJA CON 30 CAPSULAS 200/400 MG,AMEBYL 400MG/400MG C/ 20,7501299300275,7502004400204,0.5
613,ANZEMET FRASCO AMPULA 5 ML 100 MG,ANZEMET FRASCO AMPULA 5 ML 100 MG,7501165002036,7501165002036,1
614,MOTILIUM CAJA CON 30 TABLETAS 10 MG,MOTILIUM CAJA CON 30 TABLETAS 10 MG,7501109901081,7501109901081,1
615,MOTILIUM FRASCO SUSPENSION 60 ML 1 MG/ML,MOTILIUM FRASCO SUSPENSION 60 ML 1 MG/ML,7501109901098,7501109901098,1
616,ERANZ CAJA CON 28 TABLETAS 10 MG,ERANZ CAJA CON 28 TABLETAS 10 MG,7501108715528,7501108715528,1
617,IOPZOX FRASCO SOLUCION GOTAS OFTALMICAS  5 ML 2 %,IOPZOX FRASCO SOLUCION GOTAS OFTALMICAS  5 ML 2 %,736085409857,736085409857,1
618,IOPZOX FRASCO SOLUCION GOTAS OFTALMICAS  5 ML 2 %,TRUSOPT FRASCO SOLUCION GOTAS OFTALMICAS  5 ML 2 %,736085409857,7501326003179,1
619,IOPZOX FRASCO SOLUCION GOTAS OFTALMICAS  5 ML 2 %,TRUSOPT 2% SOL 5ML,736085409857,7506359900242,1
620,IOPZOX FRASCO SOLUCION GOTAS OFTALMICAS  5 ML 2 %,COSOPT OCUM SOL 5ML,736085409857,7506359900228,1
621,DORZOLAMIDA CLORHIDRATO DE /MALEATO TIMOLOL GRIN FRASCO SOLUCION OFTALMICA 5 ML 20/5MG / 1 ML,DORZOLAMIDA/TIMOLOL 5ML,´008400005816,8400005816,1
622,DORZOLAMIDA CLORHIDRATO DE /MALEATO TIMOLOL GRIN FRASCO SOLUCION OFTALMICA 5 ML 20/5MG / 1 ML,DORZOLAMIDA CLORHIDRATO DE /MALEATO TIMOLOL INTER LAB FRASCO SOLUCION OFTALMICA 5 ML 20/5MG / 1 ML,´008400005816,7502261160859,1
623,DORZOLAMIDA CLORHIDRATO DE /MALEATO TIMOLOL GRIN FRASCO SOLUCION OFTALMICA 5 ML 20/5MG / 1 ML,COSOPT FRASCO SOLUCION OFTALMICA 5 ML 20/5MG/1 ML,´008400005816,7501326003162,1
624,DORZOLAMIDA CLORHIDRATO DE /MALEATO TIMOLOL GRIN FRASCO SOLUCION OFTALMICA 5 ML 20/5MG / 1 ML,DORZOLAMIDA/TIMOLOL SOL OFT GOTAS 5ML,´008400005816,75052812,1
625,DORZOLAMIDA CLORHIDRATO DE /MALEATO TIMOLOL GRIN FRASCO SOLUCION OFTALMICA 5 ML 20/5MG / 1 ML,DORZOLAMIDA-TIMOLOL SOL OFT 5ML COLLINS,´008400005816,714908105810,1
626,DORZOLAMIDA CLORHIDRATO DE /MALEATO TIMOLOL GRIN FRASCO SOLUCION OFTALMICA 5 ML 20/5MG / 1 ML,DORZOLAMIDA/TIMOLOL 5ML 20MG/5MG/1ML,´008400005816,840005816,1
627,DORZOLAMIDA CLORHIDRATO DE /MALEATO TIMOLOL GRIN FRASCO SOLUCION OFTALMICA 5 ML 20/5MG / 1 ML,DORZOLAMIDA CLORHIDRATO DE /MALEATO TIMOLOL GRIN FRASCO SOLUCION OFTALMICA 5 ML 20/5MG / 1 ML,´008400005816,´008400005816,1
628,ROXIDOLIN CAJA CON 10 CAPSULAS 100 MG,ROXIDOLIN CAJA CON 10 CAPSULAS 100 MG,7502227870259,7502227870259,1
629,ROXIDOLIN CAJA CON 10 CAPSULAS 100 MG,PERIOSAN 100MG C/10 CAP,7502227870259,7501478312112,1
630,ROXIDOLIN CAJA CON 10 CAPSULAS 100 MG,VIVRADOXIL TAB. 100 MG.C/10 (DOXICICLINA,7502227870259,75017156,1
631,IDELIVER PRO CAJA CON 14 TABLETAS 60 MG,IDELIVER PRO CAJA CON 14 TABLETAS 60 MG,7502009745478,7502009745478,1
632,IDELIVER PRO CAJA CON 14 TABLETAS 60 MG,CYMBALTA CAJA CON 28 CAPSULAS LIBERACION RETARDADA 60 MG,7502009745478,7501082212297,1
633,IDELIVER PRO CAJA CON 14 TABLETAS 60 MG,CYMBALTA 60MG CAP C14,7502009745478,7501082212280,0.5
634,TRUVADA CAJA 30 TABLETAS 200/300MG,TRUVADA CAJA 30 TABLETAS 200/300MG,7501701400036,7501701400036,1
635,EKARIL CAJA CON 30 TABLETAS 10 MG,EKARIL CAJA CON 30 TABLETAS 10 MG,7501537100575,7501537100575,1
636,EKARIL CAJA CON 30 TABLETAS 10 MG,VEXOTIL CAJA CON 30 TABLETAS 10 MG,7501537100575,7501573900221,1
637,EKARIL CAJA CON 30 TABLETAS 10 MG,OLAVAC 30 TABS 10MG,7501537100575,7502227872246,1
638,EKARIL CAJA CON 30 TABLETAS 10 MG,G ENALAPRIL 10 MG 30 TAB,7501537100575,7502216792845,1
639,EKARIL CAJA CON 30 TABLETAS 10 MG,ADYTENN 30 TABS 10MG        GI,7501537100575,7502216791299,1
640,ENALAPRIL PSICOFARMA CAJA CON 30 TABLETAS  20 MG,ENALAPRIL PSICOFARMA CAJA CON 30 TABLETAS  20 MG,7501384543068,7501384543068,1
641,ENALAPRIL PSICOFARMA CAJA CON 30 TABLETAS  20 MG,PRIMAZEN CAJA CON 30 TABLETAS  20 MG,7501384543068,656599020754,1
642,ENALAPRIL PSICOFARMA CAJA CON 30 TABLETAS  20 MG,ENALAPRIL ELI 20MG TAB C30,7501384543068,7502247372566,1
643,ENALAPRIL PSICOFARMA CAJA CON 30 TABLETAS  20 MG,ENALADIL TRIPACK 20MG|COM|10,7501384543068,7501300407856,0.33
644,CLEXANE CAJA CON 2 JERINGAS 40 MG/0.4ML,CLEXANE CAJA CON 2 JERINGAS 40 MG/0.4ML,7501072350220,7501072350220,1
645,CLEXANE CAJA CON 2 JERINGAS 60 MG/0.6 ML,CLEXANE CAJA CON 2 JERINGAS 60 MG/0.6 ML,7501072350299,7501072350299,1
646,ERGOTRATE CAJA CON 20 TABLETAS 0.2 MG,ERGOTRATE CAJA CON 20 TABLETAS 0.2 MG,7501089801159,7501089801159,1
647,SYDOLIL CAJA CON 36 TABLETAS 1/50/400MG,SYDOLIL CAJA CON 36 TABLETAS 1/50/400MG,7501300406651,7501300406651,1
648,TROPHARMA CAJA CON 20 TABLETAS 500 MG,TROPHARMA CAJA CON 20 TABLETAS 500 MG,7503003134268,7503003134268,1
649,TROPHARMA CAJA CON 20 TABLETAS 500 MG,ERITROMICINA ELITE 500MG C/20 TAB,7503003134268,7502225096132,1
650,TROPHARMA CAJA CON 20 TABLETAS 500 MG,ERITROVIER-T 500MG (A)|TAB|20,7503003134268,7501471888898,1
651,ERITROVIER-S FRASCO SUSPENSION 100 ML 250 MG/5ML,ERITROVIER-S FRASCO SUSPENSION 100 ML 250 MG/5ML,7501471889475,7501471889475,1
652,ERITROVIER-S FRASCO SUSPENSION 100 ML 250 MG/5ML,ILOSONE LIQ 250MG SUSP 120ML,7501471889475,7501082203202,1
653,ERITROVIER-S FRASCO SUSPENSION 100 ML 250 MG/5ML,QUILAMICINA 250MG SUSP. 100 ML.(Eritromi,7501471889475,7501711669485,1
654,ERITROVIER-S FRASCO SUSPENSION 100 ML 250 MG/5ML,ERITROMICINA 250MG SUSP 100ML NEOLPHARMA,7501471889475,7502226292175,1
655,OPTOMICIN TUBO UNGÜENTO OFTALMICO 3 G  5 MG / 1 G,OPTOMICIN TUBO UNGÜENTO OFTALMICO 3 G  5 MG / 1 G,8400000682,8400000682,1
656,ERITROPOYETINA HUMANA RECOMBINANTE AMSA CAJA CON 6 FRASCO AMPULA 4000 UI/ML,ERITROPOYETINA HUMANA RECOMBINANTE AMSA CAJA CON 6 FRASCO AMPULA 4000 UI/ML,7501349026841,7501349026841,1
657,ERITROPOYETINA HUMANA RECOMBINANTE AMSA CAJA CON 6 FRASCO AMPULA 4000 UI/ML,BIOYETIN CAJA CON 6 FRASCO AMPULA 4000 UI/ML,7501349026841,7502213141141,1
658,ERITROPOYETINA HUMANA RECOMBINANTE AMSA CAJA CON 6 FRASCO AMPULA 4000 UI/ML,BIOYET N 4 000U  (R)* JGP 6X0.3ML,7501349026841,7502213141844,1
659,ERITROPOYETINA HUMANA RECOMBINANTE AMSA CAJA CON 6 FRASCO AMPULA 4000 UI/ML,ERLAN C/6 AMPULAS 4000UI SOL INY,7501349026841,7502225092059,1
660,CRAVICEM CAJA CON 14 TABLETAS 10 MG,CRAVICEM CAJA CON 14 TABLETAS 10 MG,7502223555402,7502223555402,1
661,CRAVICEM CAJA CON 14 TABLETAS 10 MG,BLUSYVER-PRO CAJA CON 14 TABLETAS 10 MG,7502223555402,7502009744938,1
662,CRAVICEM CAJA CON 14 TABLETAS 10 MG,LAMOBRIGAN 10MG TAB C14,7502223555402,7501125154614,1
663,CRAVICEM CAJA CON 14 TABLETAS 10 MG,ESCITALOPRAM T 14 10MG AMSA,7502223555402,4501349024892,1
664,CRAVICEM CAJA CON 14 TABLETAS 10 MG,ESCITALOPRAM 10MG C/14 TABLETAS AMSA,7502223555402,750134902892,1
665,CRAVICEM CAJA CON 14 TABLETAS 10 MG,ESCITALOPRAM CAJA CON 14 TAB 10 MG AMSA,7502223555402,7501349024892,1
666,CRAVICEM CAJA CON 14 TABLETAS 10 MG,ETALOKARE 10M TABS C14,7502223555402,7501043114417,1
667,CRAVICEM CAJA CON 14 TABLETAS 10 MG,ESCITALOPRAM 10MG TAB C14,7502223555402,7501349024465,1
668,RODOGYL CAJA CON 20 COMPRIMIDOS 750000 UI / 125 MG,RODOGYL CAJA CON 20 COMPRIMIDOS 750000 UI / 125 MG,7501165002463,7501165002463,1
669,VIVITAR CAJA CON 30 TABLETAS 100 MG,VIVITAR CAJA CON 30 TABLETAS 100 MG,7501089803153,7501089803153,1
670,ESPIRONOLACTONA ULTRA CAJA CON 30 TABLETAS 25 MG,ESPIRONOLACTONA ULTRA CAJA CON 30 TABLETAS 25 MG,7502216805798,7502216805798,1
671,ESPIRONOLACTONA ULTRA CAJA CON 30 TABLETAS 25 MG,NOLASQUE CAJA CON 30 TABLETAS 25 MG,7502216805798,7502216796126,1
672,ESPIRONOLACTONA ULTRA CAJA CON 30 TABLETAS 25 MG,GM ESPIRONOLACTONA 25MG 20TAB,7502216805798,7502216793941,0.5
673,ESPIRONOLACTONA ULTRA CAJA CON 30 TABLETAS 25 MG,VIVITAR 25MG TAB C30,7502216805798,7501089803146,1
674,ESPIRONOLACTONA ULTRA CAJA CON 30 TABLETAS 25 MG,NOLASQUE 25MG C/20,7502216805798,7502216804524,1
675,ESPIRONOLACTONA ULTRA CAJA CON 30 TABLETAS 25 MG,NOLASQUE 25MG TAB C30,7502216805798,7502216804531,1
676,SANDRENA CAJA CON 28 SOBRES 1.0 G GEL,SANDRENA CAJA CON 28 SOBRES 1.0 G GEL,7501409201027,7501409201027,1
677,ESSVENTIA TUBO GEL 80 G 60 MG / 100 G,ESSVENTIA TUBO GEL 80 G 60 MG / 100 G,3700039500041,3700039500041,1
678,METRIGEN FUERTE CAJA CON 1 JERINGA C/1 ML 5/50MG,METRIGEN FUERTE CAJA CON 1 JERINGA C/1 ML 5/50MG,7502253072580,7502253072580,1
679,METRIGEN FUERTE CAJA CON 1 JERINGA C/1 ML 5/50MG,METRIGEN FUERTE CAJA CON 1 JERINGA C/1 ML 5/50MG,7502253072580,7501409201553,1
680,ANGELIQ CAJA CON 28 COMPRIMIDOS 1/2MG,ANGELIQ CAJA CON 28 COMPRIMIDOS 1/2MG,7501303451559,7501303451559,1
681,EVOREL CONTI CAJA CON 8 PARCHES 3.2/11.2 MG,EVOREL CONTI CAJA CON 8 PARCHES 3.2/11.2 MG,7501109903061,7501109903061,1
682,PREVEPOST FRASCO AMPULA 1 ML 5/50MG,PREVEPOST FRASCO AMPULA 1 ML 5/50MG,7502001163867,7502001163867,1
683,PRIMOGYN CAJA CON 28 GRAGEAS DE 2 MG,PRIMOGYN CAJA CON 28 GRAGEAS DE 2 MG,7703331157025,7703331157025,1
684,PROGYLUTON CAJA CON 21 TABLETAS 2/0.5 MG,PROGYLUTON CAJA CON 21 TABLETAS 2/0.5 MG,7501303451603,7501303451603,1
685,DESPAMEN JERINGA PRELLENADA 1 ML 5 MG / 100MG,DESPAMEN JERINGA PRELLENADA 1 ML 5 MG / 100MG,7501070903411,7501070903411,1
686,SIXDIN CAJA CON 42 COMPRIMIDOS 0.625 MG,SIXDIN CAJA CON 42 COMPRIMIDOS 0.625 MG,7501314705870,7501314705870,1
687,SIXDIN CAJA CON 42 COMPRIMIDOS 0.625 MG,PREMARIN CAJA CON 42 TABLETAS 0.625 MG,7501314705870,7501108712237,1
688,ESTROGENOS CONJUGADOS TUBO CREMA 43 G 0.625 MG/G ULTRA,ESTROGENOS CONJUGADOS TUBO CREMA 43 G 0.625 MG/G ULTRA,7502216796782,7502216796782,1
689,ESTROGENOS CONJUGADOS TUBO CREMA 43 G 0.625 MG/G ULTRA,PREMARIN V CRA 43G,7502216796782,7501108712213,1
690,INFINITAM CAJA CON 2 AMPOLLETAS 50MG,INFINITAM CAJA CON 2 AMPOLLETAS 50MG,7502213145668,7502213145668,1
691,INFINITAM CAJA CON 2 AMPOLLETAS 50MG,ENBREL CAJA CON 2 AMPOLLETAS 50MG,7502213145668,7501108769538,1
692,INFINITAM CAJA CON 2 AMPOLLETAS 50MG,ENBREL INY 50MG 2`S JER PR  ER,7502213145668,7501108767442,1
693,INFINITAM CAJA CON 4 AMPOLLETAS 25MG,INFINITAM CAJA CON 4 AMPOLLETAS 25MG,7502213145651,7502213145651,1
694,INFINITAM CAJA CON 4 AMPOLLETAS 25MG,ENBREL CAJA CON 4 AMPOLLETAS 25MG,7502213145651,7501108715412,1
695,RADIANCE CAJA CON 28 COMPRIMIDOS 0.03/3MG,RADIANCE CAJA CON 28 COMPRIMIDOS 0.03/3MG,7501299330036,7501299330036,1
696,RADIANCE CAJA CON 28 COMPRIMIDOS 0.03/3MG,YASMIN CAJA CON 21 COMPRIMIDOS 0.03/3MG,7501299330036,7703331157506,1
697,NUVARING CAJA CON  1 ANILLO VAGINAL CON POLVO  2.7/11.7 MG,NUVARING CAJA CON  1 ANILLO VAGINAL CON POLVO  2.7/11.7 MG,7501409201041,7501409201041,1
698,EVRA CAJA CON 3 PARCHES TRANSDERMICOS 0.60 MG/6MG,EVRA CAJA CON 3 PARCHES TRANSDERMICOS 0.60 MG/6MG,7501109904143,7501109904143,1
699,IMPLANON CAJA 68 MG / 1 IMPLANTE/ 1 APLICADOR,IMPLANON CAJA 68 MG / 1 IMPLANTE/ 1 APLICADOR,7501050629430,7501050629430,1
700,IMPLANON CAJA 68 MG / 1 IMPLANTE/ 1 APLICADOR,IMPLANON CAJA 68 MG / 1 IMPLANTE/ 1 APLICADOR,7501050629430,7501409201379,1
701,FILCOS CAJA CON 14 TABLETAS 90 MG.,FILCOS CAJA CON 14 TABLETAS 90 MG.,7501277030729,7501277030729,1
702,FILCOS CAJA CON 14 TABLETAS 90 MG.,ARCOXIA CAJA CON 14 COMPRIMIDOS 90 MG.,7501277030729,7501326000888,1
703,FILCOS CAJA CON 14 TABLETAS 90 MG.,ARCOXIA 90MG CPR C28,7501277030729,7501326000864,1
704,FILCOS CAJA CON 14 TABLETAS 90 MG.,FILCOS 90MG CAJA CON 28 TABLETAS,7501277030729,7501277030736,2
705,FILCOS CAJA CON 7 TABLETAS 120 MG.,FILCOS CAJA CON 7 TABLETAS 120 MG.,7501277030712,7501277030712,1
706,FILCOS CAJA CON 7 TABLETAS 120 MG.,ARCOXIA CAJA CON 7 COMPRIMIDOS 120 MG.,7501277030712,7501326000925,1
707,NODUTAX CAJA CON 30 COMPRIMIDOS 25 MG,NODUTAX CAJA CON 30 COMPRIMIDOS 25 MG,7502223555440,7502223555440,1
708,NODUTAX CAJA CON 30 COMPRIMIDOS 25 MG,AROMASIN CAJA CON 30 GRAGEAS 25 MG,7502223555440,7501287613059,1
709,NODUTAX CAJA CON 30 COMPRIMIDOS 25 MG,XENQ 25MG C/30 TBS,7502223555440,7506335701023,1
710,FITOESTIMULINA CAJA CON 6 OVULOS 600MG/40MG,FITOESTIMULINA CAJA CON 6 OVULOS 600MG/40MG,7501123011803,7501123011803,1
711,FITOESTIMULINA CAJA CON 6 OVULOS 600MG/40MG,ITALDERMOL CAJA CON 6 OVULOS 600MG/40MG,7501123011803,7501390911035,1
712,ITALDERMOL TUBO CREMA 10G 150MG / 10MG /1G,ITALDERMOL TUBO CREMA 10G 150MG / 10MG /1G,7501390911011,7501390911011,1
713,XYSVOL CAJA CON 10 TABLETAS 5 MG,XYSVOL CAJA CON 10 TABLETAS 5 MG,7502227871423,7502227871423,1
714,XYSVOL CAJA CON 10 TABLETAS 5 MG,PLENDIL 5MG TAB C10,7502227871423,7501098610865,1
715,XYSVOL CAJA CON 10 TABLETAS 5 MG,FELODIPINO 5MG TAB. C/20 LP,7502227871423,7502216796348,2
716,LOGIMAX CAJA CON 14 TABLETAS DE LIBERACION PROLONGADA 5/47.5 MG,LOGIMAX CAJA CON 14 TABLETAS DE LIBERACION PROLONGADA 5/47.5 MG,7501098610872,7501098610872,1
717,UREZOL CAJA CON 20 TABLETAS 100 MG,UREZOL CAJA CON 20 TABLETAS 100 MG,785118752477,785118752477,1
718,UREZOL CAJA CON 20 TABLETAS 100 MG,PIRIMIR 100MG CPR C24,785118752477,7501328979366,1
719,UREZOL CAJA CON 20 TABLETAS 100 MG,FENAZOPIRIDINA 100 MG C/20,785118752477,7501165005662,1
720,NEFRIN FRASCO SOLUCION OFTALMICA GOTAS 5 ML AL 10%,NEFRIN FRASCO SOLUCION OFTALMICA GOTAS 5 ML AL 10%,736085135015,736085135015,1
721,EPAMIN FRASCO SUSPENSION 150 ML 37.5MG/5ML,EPAMIN FRASCO SUSPENSION 150 ML 37.5MG/5ML,7501287651945,7501287651945,1
722,FENITOINA SODICA LOEFFLER CAJA CON 50 TABLETAS 100 MG,FENITOINA SODICA LOEFFLER CAJA CON 50 TABLETAS 100 MG,7502211788515,7502211788515,1
723,FENITOINA SODICA LOEFFLER CAJA CON 50 TABLETAS 100 MG,FENIFFLER-T CAJA CON 50 TABLETAS 100 MG,7502211788515,7502211784005,1
724,FENITOINA SODICA LOEFFLER CAJA CON 50 TABLETAS 100 MG,EPAMIN AD 100MG CAP C50,7502211788515,7501057002120,1
725,FENABBOTT CAJA CON 40 TABLETAS 100 MG,FENABBOTT CAJA CON 40 TABLETAS 100 MG,7501033920363,7501033920363,1
726,PARTUSISTEN CAJA CON 20 COMPRIMIDOS 5 MG,PARTUSISTEN CAJA CON 20 COMPRIMIDOS 5 MG,7501034664020,7501034664020,1
727,HERKLIN NF SHAMPOO FRASCO SOLUCION 60 ML 0.2/100 ML,HERKLIN NF SHAMPOO FRASCO SOLUCION 60 ML 0.2/100 ML,7501089810021,7501089810021,1
728,HERKLIN NF SHAMPOO FRASCO SOLUCION 60 ML 0.2/100 ML,HERKLIN SHAMPOO 0.2%120ML,7501089810021,7501089810038,2
729,LOMEXIN TUBO CREMA 30 G 2 %,LOMEXIN TUBO CREMA 30 G 2 %,7501092772408,7501092772408,1
730,LOMEXIN TUBO CREMA 30 G 2 %,LOMEXIN CREMA 2 GR,7501092772408,7501871730766,1
731,ALDIFEX CAJA CON 10 COMPRIMIDOS 120 MG,ALDIFEX CAJA CON 10 COMPRIMIDOS 120 MG,7501258200165,7501258200165,1
732,ALDIFEX CAJA CON 10 COMPRIMIDOS 120 MG,APERTUM OX 10 TABS 120MG,7501258200165,7502003380224,1
733,ALDIFEX CAJA CON 10 COMPRIMIDOS 120 MG,BIOSTAFEX (FEXOFENADINA) 120MG CAJA CON 10 TABLETAS,7501258200165,7501573904151,1
734,ALDIFEX CAJA CON 10 COMPRIMIDOS 180 MG,ALDIFEX CAJA CON 10 COMPRIMIDOS 180 MG,7501258200172,7501258200172,1
735,ALDIFEX CAJA CON 10 COMPRIMIDOS 180 MG,BIOSTAFEX 180MG C10,7501258200172,7501573904212,1
736,ALDIFEX CAJA CON 10 COMPRIMIDOS 180 MG,APERTUM-OX 180MG C/10 TAB (Fexofenadina),7501258200172,7502003380231,1
737,INMUNEF CAJA CON JERINGA PRELLENADA 300MCG/0.5ML,INMUNEF CAJA CON JERINGA PRELLENADA 300MCG/0.5ML,7501559613718,7501559613718,1
738,INMUNEF CAJA CON JERINGA PRELLENADA 300MCG/0.5ML,INMUNEF CAJA CON 5 JERINGAS PRELLENADAS 300MCG/0.5ML,7501559613718,7501559613671,5
739,TERIURIN CAJA CON 30 TABLETAS 5 MG,TERIURIN CAJA CON 30 TABLETAS 5 MG,7502227872185,7502227872185,1
740,TERIURIN CAJA CON 30 TABLETAS 5 MG,FINASTERIDA TAB C 30 5MG,7502227872185,7501349028999,1
741,BLADURIL CAJA CON 20 TABLETAS 200 MG,BLADURIL CAJA CON 20 TABLETAS 200 MG,7501174607024,7501174607024,1
742,PANCLASA CAJA CON 20 CAPSULAS 80/80 MG,PANCLASA CAJA CON 20 CAPSULAS 80/80 MG,7501188801227,7501188801227,1
743,PANCLASA CAJA CON 20 CAPSULAS 80/80 MG,MODIPAS CAJA CON 30 CAPSULAS 80/80 MG,7501188801227,7502223552418,1
744,PANCLASA CAJA CON 20 CAPSULAS 80/80 MG,PANCLASA 80/80 MG CAP 30,7501188801227,7501188800695,1
745,PANCLASA CAJA CON 20 CAPSULAS 80/80 MG,FLOROGLUCINOL-TRIMETILFLOROGLUCINOL CAJA CON 20 CAPSULAS 80/80 MG,7501188801227,7501188850072,1
746,PANCLASA CAJA CON 20 CAPSULAS 80/80 MG,FLOROGLUCINOL TRIMETILFLOROGLUCINOL 80MG/80 MG CON 20 CAPSULAS,7501188801227,7501188850409,1
747,PANCLASA CAJA CON 5 AMPULAS 2 ML 40/0.04MG,PANCLASA CAJA CON 5 AMPULAS 2 ML 40/0.04MG,7501188800671,7501188800671,1
748,AMEZTRAM CAJA CON 1 CAPSULA 150 MG,AMEZTRAM CAJA CON 1 CAPSULA 150 MG,7502227875575,7502227875575,1
749,AMEZTRAM CAJA CON 1 CAPSULA 150 MG,ONGICIL CAJA CON 1 CAPSULA 150 MG,7502227875575,785120953381,1
750,AMEZTRAM CAJA CON 1 CAPSULA 150 MG,FLUCONAZOL 150MG C/1 CAP,7502227875575,7501349012943,1
751,AMEZTRAM CAJA CON 1 CAPSULA 150 MG,ZILRIN 1 TAB 150MG,7502227875575,7502227870457,1
752,AMEZTRAM CAJA CON 1 CAPSULA 150 MG,LANFLUZOL 1 CAPS 150MG GI,7502227875575,7502247374171,1
753,AMEZTRAM CAJA CON 10 CAPSULAS 100 MG,AMEZTRAM CAJA CON 10 CAPSULAS 100 MG,7502227874424,7502227874424,1
754,AMEZTRAM CAJA CON 10 CAPSULAS 100 MG,ONGICIL CAJA CON 10 CAPSULAS 100 MG,7502227874424,785120753769,1
755,AMEZTRAM CAJA CON 10 CAPSULAS 100 MG,FLYPIN CAJA CON 10 CAPSULAS 100 MG,7502227874424,7501150421018,1
756,AMEZTRAM CAJA CON 10 CAPSULAS 100 MG,FLYPIN CAJA CON 10 CAPSULAS 100 MG,7502227874424,7501504021018,1
757,AMEZTRAM CAJA CON 10 CAPSULAS 100 MG,ZILRIN 100MG C/10 TAB (Fluconazol),7502227874424,7502227870440,1
758,AMEZTRAM CAJA CON 10 CAPSULAS 100 MG,TERPLEX 10 TAB 100MG        *A,7502227874424,7501573900191,1
759,NAFLURYL OR CAJA CON 40 TABLETAS 5 MG,NAFLURYL OR CAJA CON 40 TABLETAS 5 MG,7501188801425,7501188801425,1
760,NAFLURYL OR CAJA CON 40 TABLETAS 5 MG,SIBELIUM 5MG TAB C40,7501188801425,7501109910984,1
761,NAFLURYL OR CAJA CON 40 TABLETAS 5 MG,SIBELIUM CAJA CON 60 TABLETAS 5 MG,7501188801425,7501109910991,1
762,NAFLURYL OR CAJA CON 40 TABLETAS 5 MG,NAFLURYL-OR 5MG C/20 TAB (Flunarizina),7501188801425,7501188802392,0.5
763,TRI-LUMA TUBO CREMA 15 G  0.01/4/0.05/100G,TRI-LUMA TUBO CREMA 15 G  0.01/4/0.05/100G,3499320002448,3499320002448,1
764,GYNOFFLER-V CAJA CON 10 OVULOS 0.50/500MG/100.000UI,GYNOFFLER-V CAJA CON 10 OVULOS 0.50/500MG/100.000UI,7502211788935,7502211788935,1
765,GYNOFFLER-V CAJA CON 10 OVULOS 0.50/500MG/100.000UI,PROMIBASOL CAJA CON 10 OVULOS 0.50/500MG/100.000UI,7502211788935,7502003386028,1
766,GYNOFFLER-V CAJA CON 10 OVULOS 0.50/500MG/100.000UI,ACENIL OV 10,7502211788935,7501752514614,1
767,GYNOFFLER-V CAJA CON 10 OVULOS 0.50/500MG/100.000UI,NYSMOSONS-V 10 OVS 500/0.5MG/100000 UI,7502211788935,7502001164086,1
768,GYNOFFLER-V CAJA CON 10 OVULOS 0.50/500MG/100.000UI,VAGITROL-V CAJA CON 10 OVULOS,7502211788935,7501008493007,1
769,SYNALAR-O FRASCO SOLUCION GOTAS OTICAS 15 ML 0.25MG/10000 UI/3.5 MG/ 20MG / 1ML,SYNALAR-O FRASCO SOLUCION GOTAS OTICAS 15 ML 0.25MG/10000 UI/3.5 MG/ 20MG / 1ML,7501088505485,7501088505485,1
770,FLUOXETINA AMSA CAJA CON 14 CAPSULAS 20 MG,FLUOXETINA AMSA CAJA CON 14 CAPSULAS 20 MG,7501349024861,7501349024861,1
771,FLUOXETINA AMSA CAJA CON 14 CAPSULAS 20 MG,AXTIN CAJA CON 14 CAPSULAS 20 MG,7501349024861,785120754018,1
772,FLUOXETINA AMSA CAJA CON 14 CAPSULAS 20 MG,ALTOPREZOL CAJA CON 20 TABLETAS 20 MG,7501349024861,7501504020691,1
773,FLUOXETINA AMSA CAJA CON 14 CAPSULAS 20 MG,G FLUOXETINA 20MG 14 CAPS,7501349024861,7502261160101,1
